app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
342150,5,Mixed,303,222,525
342180,8,Very Positive,2584,400,2984
342190,6,Mostly Positive,91,23,114
342200,6,Mostly Positive,3761,1188,4949
342240,5,Mixed,12,10,22
342260,6,Mostly Positive,213,65,278
342280,8,Very Positive,97,14,111
342300,8,Very Positive,606,50,656
342310,5,Mixed,406,183,589
342350,8,Very Positive,122,28,150
342450,5,Mixed,38,40,78
342480,5,Mixed,653,299,952
342490,8,Very Positive,134,29,163
342500,4,Mostly Negative,13,23,36
342520,4,Mostly Negative,16,54,70
342530,8,Very Positive,60,9,69
342550,5,Mixed,112,72,184
342560,9,Overwhelmingly Positive,1178,39,1217
342570,4,Mostly Negative,176,273,449
342580,8,Very Positive,2198,141,2339
342610,8,Very Positive,174,15,189
342620,8,Very Positive,334,64,398
342650,6,Mostly Positive,28,12,40
342660,0,2 user reviews,1,1,2
342740,5,Mixed,30,26,56
342870,4,Mostly Negative,22,36,58
342920,7,Positive,35,2,37
342970,5,Mixed,147,69,216
343020,7,Positive,9,1,10
343070,5,Mixed,100,80,180
343090,8,Very Positive,205,29,234
343100,6,Mostly Positive,796,212,1008
343170,5,Mixed,20,21,41
343280,5,Mixed,106,63,169
343340,4,Mostly Negative,35,59,94
343370,8,Very Positive,88,5,93
343410,0,8 user reviews,7,1,8
343430,7,Positive,16,4,20
343440,8,Very Positive,513,87,600
343560,8,Very Positive,315,39,354
343570,7,Positive,23,2,25
343710,5,Mixed,1507,681,2188
343780,8,Very Positive,1513,132,1645
343860,8,Very Positive,1495,237,1732
343930,6,Mostly Positive,131,54,185
344040,4,Mostly Negative,1051,2204,3255
344130,6,Mostly Positive,205,86,291
344190,6,Mostly Positive,169,67,236
344230,6,Mostly Positive,147,41,188
344240,5,Mixed,338,164,502
344270,7,Positive,13,3,16
344300,5,Mixed,141,76,217
344340,8,Very Positive,101,22,123
344410,6,Mostly Positive,165,68,233
344480,8,Very Positive,173,2,175
344500,5,Mixed,95,57,152
344740,8,Very Positive,554,92,646
344770,9,Overwhelmingly Positive,1564,29,1593
344840,5,Mixed,98,127,225
344850,6,Mostly Positive,932,294,1226
344860,8,Very Positive,190,13,203
344880,5,Mixed,47,26,73
344890,5,Mixed,24,21,45
344910,5,Mixed,349,205,554
344960,7,Positive,9,2,11
345010,6,Mostly Positive,215,87,302
345060,8,Very Positive,142,33,175
345080,6,Mostly Positive,97,36,133
345090,8,Very Positive,279,66,345
345120,8,Very Positive,334,42,376
345180,8,Very Positive,3812,482,4294
345200,8,Very Positive,252,26,278
345220,5,Mixed,397,228,625
345230,5,Mixed,22,12,34
345330,8,Very Positive,93,17,110
345340,6,Mostly Positive,14,4,18
345350,8,Very Positive,1894,458,2352
345390,8,Very Positive,1593,204,1797
345430,8,Very Positive,177,16,193
345480,6,Mostly Positive,55,17,72
345540,6,Mostly Positive,81,21,102
345640,5,Mixed,40,30,70
345660,6,Mostly Positive,933,325,1258
345700,5,Mixed,75,40,115
345710,4,Mostly Negative,17,49,66
345750,5,Mixed,49,55,104
345820,8,Very Positive,1276,77,1353
345860,8,Very Positive,168,32,200
345990,6,Mostly Positive,27,9,36
346040,4,Mostly Negative,56,99,155
346090,7,Positive,40,4,44
346110,5,Mixed,120478,53229,173707
346120,8,Very Positive,2946,508,3454
346130,0,4 user reviews,4,0,4
346180,6,Mostly Positive,526,142,668
346210,6,Mostly Positive,79,23,102
346330,5,Mixed,1918,900,2818
346340,6,Mostly Positive,22,6,28
346370,4,Mostly Negative,110,371,481
346390,0,No user reviews,0,0,0
346420,6,Mostly Positive,193,64,257
346430,0,5 user reviews,2,3,5
346440,6,Mostly Positive,21,8,29
346450,5,Mixed,52,26,78
346470,8,Very Positive,279,22,301
346490,5,Mixed,4,6,10
346500,7,Positive,33,1,34
346510,7,Positive,30,3,33
346560,8,Very Positive,1214,72,1286
346610,5,Mixed,38,27,65
346630,6,Mostly Positive,253,73,326
346670,4,Mostly Negative,8,17,25
346730,8,Very Positive,756,86,842
346760,0,2 user reviews,0,2,2
346770,8,Very Positive,49,5,54
346780,8,Very Positive,47,4,51
346800,4,Mostly Negative,23,43,66
346810,8,Very Positive,414,81,495
346830,5,Mixed,147,85,232
346850,8,Very Positive,283,25,308
346900,8,Very Positive,31115,3646,34761
346940,8,Very Positive,1973,319,2292
346970,8,Very Positive,220,30,250
347000,5,Mixed,57,25,82
347040,7,Positive,40,9,49
347060,5,Mixed,36,34,70
347080,7,Positive,10,0,10
347160,8,Very Positive,522,71,593
347280,6,Mostly Positive,26,11,37
347290,6,Mostly Positive,354,146,500
347330,7,Positive,10,1,11
347400,6,Mostly Positive,84,22,106
347430,8,Very Positive,1357,247,1604
347440,6,Mostly Positive,109,43,152
347470,8,Very Positive,52,3,55
347480,5,Mixed,5,7,12
347510,8,Very Positive,222,26,248
347520,7,Positive,36,4,40
347560,5,Mixed,616,289,905
347600,8,Very Positive,199,35,234
347670,8,Very Positive,365,68,433
347690,5,Mixed,33,16,49
347710,6,Mostly Positive,96,27,123
347720,8,Very Positive,187,18,205
347730,7,Positive,34,3,37
347790,6,Mostly Positive,31,8,39
347830,8,Very Positive,1854,181,2035
348020,5,Mixed,1708,832,2540
348030,5,Mixed,176,129,305
348160,7,Positive,40,3,43
348180,5,Mixed,32,22,54
348200,8,Very Positive,209,32,241
348240,8,Very Positive,168,26,194
348270,5,Mixed,54,48,102
348280,7,Positive,18,4,22
348300,8,Very Positive,51,7,58
348340,6,Mostly Positive,88,35,123
348360,6,Mostly Positive,402,128,530
348400,5,Mixed,46,27,73
348430,8,Very Positive,55,1,56
348440,8,Very Positive,72,4,76
348460,5,Mixed,239,275,514
348470,6,Mostly Positive,672,187,859
348490,8,Very Positive,117,27,144
348510,4,Mostly Negative,156,269,425
348530,5,Mixed,14,18,32
348540,5,Mixed,157,72,229
348550,8,Very Positive,588,51,639
348650,4,Mostly Negative,19,47,66
348670,5,Mixed,772,544,1316
348700,5,Mixed,64,42,106
348710,8,Very Positive,1391,130,1521
348730,5,Mixed,49,69,118
348740,7,Positive,8,2,10
348800,7,Positive,14,1,15
348820,8,Very Positive,164,14,178
348840,7,Positive,12,1,13
348980,4,Mostly Negative,3,11,14
349020,5,Mixed,27,13,40
349040,8,Very Positive,12999,2719,15718
349100,7,Positive,44,0,44
349140,6,Mostly Positive,96,41,137
349150,7,Positive,13,0,13
349190,6,Mostly Positive,23,9,32
349220,8,Very Positive,414,40,454
349250,8,Very Positive,109,2,111
349260,5,Mixed,48,26,74
349460,5,Mixed,13,8,21
349530,6,Mostly Positive,19,8,27
349540,4,Mostly Negative,18,28,46
349550,5,Mixed,42,27,69
349680,8,Very Positive,195,8,203
349690,7,Positive,32,1,33
349710,0,No user reviews,0,0,0
349760,8,Very Positive,71,1,72
349790,8,Very Positive,101,23,124
349840,5,Mixed,19,16,35
349950,4,Mostly Negative,17,43,60
350010,5,Mixed,219,268,487
350020,5,Mixed,128,73,201
350080,8,Very Positive,5425,703,6128
350090,5,Mixed,18,14,32
350110,5,Mixed,181,216,397
350210,7,Positive,34,6,40
350280,5,Mixed,4006,2209,6215
350310,5,Mixed,157,106,263
350330,0,8 user reviews,3,5,8
350480,7,Positive,30,6,36
350490,4,Mostly Negative,10,17,27
350530,4,Mostly Negative,49,81,130
350600,5,Mixed,115,57,172
350610,7,Positive,30,3,33
350620,8,Very Positive,44,7,51
350630,6,Mostly Positive,53,17,70
350640,6,Mostly Positive,1673,570,2243
350740,8,Very Positive,864,77,941
350770,5,Mixed,77,37,114
350780,6,Mostly Positive,107,30,137
350810,6,Mostly Positive,533,171,704
350880,7,Positive,17,4,21
350970,8,Very Positive,249,56,305
351030,6,Mostly Positive,732,298,1030
351050,5,Mixed,36,17,53
351090,8,Very Positive,320,18,338
351100,8,Very Positive,457,75,532
351140,5,Mixed,190,152,342
351150,5,Mixed,333,150,483
351170,7,Positive,16,0,16
351220,0,9 user reviews,5,4,9
351230,8,Very Positive,108,13,121
351240,7,Positive,34,5,39
351250,8,Very Positive,150,24,174
351290,5,Mixed,3571,3213,6784
351300,5,Mixed,67,49,116
351320,7,Positive,14,2,16
351330,7,Positive,23,4,27
351340,6,Mostly Positive,395,133,528
351400,5,Mixed,36,36,72
351450,5,Mixed,60,38,98
351480,8,Very Positive,241,16,257
351490,8,Very Positive,811,184,995
351630,5,Mixed,88,94,182
351710,8,Very Positive,1979,153,2132
351720,7,Positive,31,7,38
351730,5,Mixed,72,46,118
351800,6,Mostly Positive,1275,320,1595
351910,5,Mixed,378,342,720
351920,9,Overwhelmingly Positive,2053,67,2120
351940,8,Very Positive,1127,175,1302
351970,8,Very Positive,4844,834,5678
351990,8,Very Positive,1035,177,1212
352010,5,Mixed,192,89,281
352070,8,Very Positive,122,9,131
352210,7,Positive,15,3,18
352220,8,Very Positive,184,43,227
352240,5,Mixed,76,46,122
352370,6,Mostly Positive,31,11,42
352400,8,Very Positive,2053,339,2392
352430,5,Mixed,103,56,159
352440,0,9 user reviews,8,1,9
352460,5,Mixed,2733,1411,4144
352520,8,Very Positive,4018,253,4271
352550,4,Mostly Negative,695,1337,2032
352580,6,Mostly Positive,44,17,61
352610,8,Very Positive,97,9,106
352620,8,Very Positive,78,14,92
352740,5,Mixed,11,5,16
352760,6,Mostly Positive,17,6,23
352780,8,Very Positive,176,23,199
352790,6,Mostly Positive,12,5,17
352850,5,Mixed,16,16,32
352890,6,Mostly Positive,192,61,253
352900,5,Mixed,22,21,43
352960,5,Mixed,68,47,115
353090,8,Very Positive,350,10,360
353130,5,Mixed,990,506,1496
353190,5,Mixed,151,84,235
353260,0,1 user reviews,1,0,1
353270,9,Overwhelmingly Positive,2198,88,2286
353330,9,Overwhelmingly Positive,705,37,742
353340,6,Mostly Positive,19,5,24
353550,5,Mixed,340,164,504
353580,8,Very Positive,118,17,135
353630,5,Mixed,72,67,139
353640,8,Very Positive,1293,153,1446
353700,8,Very Positive,821,100,921
353890,6,Mostly Positive,54,14,68
353940,6,Mostly Positive,40,15,55
354030,5,Mixed,25,11,36
354040,7,Positive,22,3,25
354050,5,Mixed,12,9,21
354160,5,Mixed,225,200,425
354180,5,Mixed,38,21,59
354200,5,Mixed,629,412,1041
354230,6,Mostly Positive,23,7,30
354240,8,Very Positive,2041,338,2379
354280,7,Positive,14,2,16
354400,8,Very Positive,205,8,213
354650,8,Very Positive,510,93,603
354740,8,Very Positive,75,5,80
354770,7,Positive,18,2,20
354810,0,6 user reviews,2,4,6
354860,6,Mostly Positive,266,82,348
354930,5,Mixed,10,7,17
354950,6,Mostly Positive,45,14,59
354970,5,Mixed,48,28,76
355010,6,Mostly Positive,50,19,69
355050,8,Very Positive,824,76,900
355060,5,Mixed,237,221,458
355080,4,Mostly Negative,6,10,16
355090,0,5 user reviews,4,1,5
355100,5,Mixed,30,25,55
355130,6,Mostly Positive,274,89,363
355180,8,Very Positive,9177,1994,11171
355240,6,Mostly Positive,144,43,187
355270,8,Very Positive,167,36,203
355280,7,Positive,37,8,45
355310,5,Mixed,27,14,41
355370,7,Positive,27,3,30
355410,8,Very Positive,110,22,132
355510,5,Mixed,11,16,27
355520,6,Mostly Positive,230,70,300
355530,8,Very Positive,242,45,287
355630,8,Very Positive,185,15,200
355690,7,Positive,14,2,16
355790,8,Very Positive,1081,264,1345
355800,5,Mixed,439,246,685
355820,0,No user reviews,0,0,0
355840,5,Mixed,8320,7995,16315
355860,6,Mostly Positive,221,72,293
355910,7,Positive,17,3,20
355920,8,Very Positive,187,23,210
355970,6,Mostly Positive,307,95,402
355980,9,Overwhelmingly Positive,755,20,775
356000,6,Mostly Positive,76,22,98
356050,5,Mixed,575,276,851
356070,8,Very Positive,890,118,1008
356090,7,Positive,25,1,26
356100,7,Positive,40,5,45
356110,7,Positive,12,1,13
356130,5,Mixed,307,296,603
356170,7,Positive,11,2,13
356190,6,Mostly Positive,13464,3940,17404
356200,6,Mostly Positive,186,55,241
356310,5,Mixed,654,668,1322
356400,8,Very Positive,1481,114,1595
356420,8,Very Positive,240,38,278
356450,8,Very Positive,50,9,59
356460,7,Positive,23,5,28
356510,8,Very Positive,557,105,662
356520,8,Very Positive,848,98,946
356530,8,Very Positive,131,15,146
356540,6,Mostly Positive,19,8,27
356550,6,Mostly Positive,16,5,21
356560,7,Positive,19,4,23
356570,8,Very Positive,4056,566,4622
356790,8,Very Positive,52,7,59
356800,5,Mixed,9,10,19
356870,0,5 user reviews,1,4,5
356890,6,Mostly Positive,102,36,138
356910,5,Mixed,59,27,86
357010,7,Positive,29,6,35
357030,6,Mostly Positive,16,6,22
357070,8,Very Positive,1525,158,1683
357120,6,Mostly Positive,123,34,157
357190,8,Very Positive,1170,172,1342
357200,4,Mostly Negative,16,37,53
357280,5,Mixed,314,143,457
357300,8,Very Positive,557,40,597
357310,6,Mostly Positive,978,259,1237
357320,5,Mixed,26,18,44
357340,8,Very Positive,488,47,535
357480,5,Mixed,1024,741,1765
357490,7,Positive,14,2,16
357600,8,Very Positive,243,12,255
357650,6,Mostly Positive,167,60,227
357670,6,Mostly Positive,115,49,164
357690,6,Mostly Positive,24,9,33
357720,8,Very Positive,303,34,337
357750,7,Positive,17,2,19
357770,4,Mostly Negative,267,950,1217
357780,8,Very Positive,689,157,846
357830,5,Mixed,24,13,37
357840,5,Mixed,27,16,43
357890,8,Very Positive,48,4,52
357900,5,Mixed,499,601,1100
358030,7,Positive,25,1,26
358070,8,Very Positive,92,6,98
358080,5,Mixed,107,78,185
358090,8,Very Positive,1198,259,1457
358130,8,Very Positive,1404,158,1562
358460,6,Mostly Positive,157,62,219
358650,8,Very Positive,148,22,170
358750,8,Very Positive,471,83,554
358760,7,Positive,14,3,17
358810,8,Very Positive,84,15,99
358830,8,Very Positive,168,23,191
358960,8,Very Positive,154,26,180
359050,9,Overwhelmingly Positive,7202,365,7567
359060,4,Mostly Negative,28,46,74
359100,8,Very Positive,235,32,267
359140,8,Very Positive,339,15,354
359190,5,Mixed,122,69,191
359230,6,Mostly Positive,506,206,712
359250,5,Mixed,42,19,61
359260,5,Mixed,13,9,22
359280,5,Mixed,45,20,65
359300,0,8 user reviews,2,6,8
359310,8,Very Positive,2510,366,2876
359340,7,Positive,10,2,12
359350,8,Very Positive,246,53,299
359390,8,Very Positive,1537,92,1629
359400,8,Very Positive,217,10,227
359420,7,Positive,19,1,20
359450,5,Mixed,12,7,19
359560,6,Mostly Positive,127,35,162
359580,5,Mixed,244,148,392
359670,5,Mixed,9,5,14
359810,5,Mixed,221,97,318
359840,8,Very Positive,178,14,192
359870,8,Very Positive,5453,506,5959
359900,5,Mixed,357,262,619
359920,8,Very Positive,169,34,203
359940,6,Mostly Positive,116,49,165
359960,5,Mixed,122,58,180
360010,8,Very Positive,55,10,65
360030,5,Mixed,16,7,23
360150,5,Mixed,564,462,1026
360170,6,Mostly Positive,5136,2120,7256
360380,5,Mixed,525,261,786
360390,5,Mixed,47,35,82
360430,5,Mixed,11148,11890,23038
360450,8,Very Positive,122,29,151
360530,7,Positive,14,0,14
360550,8,Very Positive,128,17,145
360580,5,Mixed,18,20,38
360590,2,Very Negative,14,96,110
360640,8,Very Positive,1513,153,1666
360650,8,Very Positive,646,97,743
360680,0,8 user reviews,7,1,8
360730,6,Mostly Positive,417,175,592
360740,9,Overwhelmingly Positive,3763,115,3878
360750,5,Mixed,17,16,33
360830,6,Mostly Positive,1928,532,2460
360840,8,Very Positive,90,10,100
360850,7,Positive,32,3,35
360870,8,Very Positive,964,190,1154
360880,5,Mixed,19,23,42
360940,6,Mostly Positive,1946,665,2611
360970,5,Mixed,151,67,218
360990,0,6 user reviews,5,1,6
361040,8,Very Positive,214,11,225
361110,0,4 user reviews,3,1,4
361130,5,Mixed,28,18,46
361160,7,Positive,9,2,11
361190,5,Mixed,252,149,401
361200,5,Mixed,43,37,80
361230,8,Very Positive,58,1,59
361280,8,Very Positive,2637,291,2928
361300,8,Very Positive,2149,352,2501
361350,8,Very Positive,57,7,64
361360,8,Very Positive,90,12,102
361370,3,Negative,1,10,11
361430,5,Mixed,18,14,32
361550,6,Mostly Positive,830,312,1142
361560,4,Mostly Negative,9,31,40
361630,8,Very Positive,1057,193,1250
361950,7,Positive,25,6,31
361990,8,Very Positive,716,64,780
362020,7,Positive,14,0,14
362090,8,Very Positive,180,23,203
362290,8,Very Positive,42,8,50
362310,7,Positive,31,6,37
362370,0,8 user reviews,5,3,8
362380,7,Positive,17,2,19
362410,5,Mixed,102,50,152
362610,5,Mixed,104,118,222
362660,5,Mixed,77,40,117
362680,9,Overwhelmingly Positive,3905,148,4053
362810,8,Very Positive,203,39,242
362830,4,Mostly Negative,19,32,51
362860,8,Very Positive,68,14,82
362890,8,Very Positive,10666,604,11270
362940,7,Positive,24,0,24
362960,8,Very Positive,5133,802,5935
363130,5,Mixed,686,344,1030
363180,6,Mostly Positive,18,7,25
363240,6,Mostly Positive,44,16,60
363270,5,Mixed,35,22,57
363330,8,Very Positive,359,47,406
363410,6,Mostly Positive,149,47,196
363420,8,Very Positive,279,25,304
363430,5,Mixed,21,31,52
363440,8,Very Positive,1157,275,1432
363460,8,Very Positive,312,54,366
363500,7,Positive,25,3,28
363510,5,Mixed,38,41,79
363520,6,Mostly Positive,164,69,233
363530,4,Mostly Negative,62,184,246
363580,7,Positive,15,3,18
363600,6,Mostly Positive,903,309,1212
363620,5,Mixed,419,185,604
363650,5,Mixed,23,22,45
363680,5,Mixed,2763,1239,4002
363790,6,Mostly Positive,365,99,464
363900,0,9 user reviews,5,4,9
363930,8,Very Positive,2383,487,2870
363940,5,Mixed,31,34,65
363950,8,Very Positive,124,8,132
363960,4,Mostly Negative,25,42,67
363970,8,Very Positive,38021,4128,42149
363980,8,Very Positive,203,34,237
364000,0,8 user reviews,5,3,8
364050,6,Mostly Positive,870,222,1092
364060,6,Mostly Positive,21,9,30
364100,6,Mostly Positive,15,6,21
364130,5,Mixed,12,7,19
364200,7,Positive,43,5,48
364230,8,Very Positive,192,6,198
364250,7,Positive,26,4,30
364260,0,6 user reviews,5,1,6
364300,5,Mixed,209,95,304
364350,5,Mixed,22,16,38
364360,6,Mostly Positive,27628,8776,36404
364390,8,Very Positive,428,30,458
364630,6,Mostly Positive,104,33,137
364640,5,Mixed,196,88,284
364690,4,Mostly Negative,384,630,1014
364700,0,9 user reviews,8,1,9
364720,7,Positive,10,1,11
364740,7,Positive,11,1,12
364770,7,Positive,36,8,44
364790,6,Mostly Positive,11,3,14
364830,8,Very Positive,50,3,53
364840,7,Positive,23,3,26
364850,0,8 user reviews,7,1,8
364900,4,Mostly Negative,6,21,27
364910,5,Mixed,61,66,127
364930,8,Very Positive,654,47,701
365020,5,Mixed,279,151,430
365060,7,Positive,12,3,15
365070,5,Mixed,450,331,781
365090,7,Positive,22,2,24
365120,6,Mostly Positive,52,18,70
365150,5,Mixed,16,18,34
365160,8,Very Positive,972,154,1126
365190,8,Very Positive,164,28,192
365200,4,Mostly Negative,5,10,15
365210,8,Very Positive,65,7,72
365260,8,Very Positive,56,11,67
365280,5,Mixed,26,23,49
365300,8,Very Positive,6727,416,7143
365310,5,Mixed,28,33,61
365320,5,Mixed,71,32,103
365330,5,Mixed,33,23,56
365340,5,Mixed,13,14,27
365350,8,Very Positive,81,12,93
365360,8,Very Positive,3877,481,4358
365400,0,6 user reviews,0,6,6
365440,5,Mixed,21,10,31
365450,8,Very Positive,9070,617,9687
365460,0,9 user reviews,1,8,9
365480,5,Mixed,40,23,63
365500,7,Positive,28,4,32
365510,0,7 user reviews,7,0,7
365560,5,Mixed,66,34,100
365680,5,Mixed,43,21,64
365750,4,Mostly Negative,9,19,28
365760,6,Mostly Positive,37,14,51
365770,6,Mostly Positive,410,112,522
365800,5,Mixed,47,28,75
365810,6,Mostly Positive,454,174,628
365860,8,Very Positive,41,10,51
365870,8,Very Positive,74,7,81
365880,6,Mostly Positive,68,25,93
365900,8,Very Positive,162,17,179
365960,8,Very Positive,763,158,921
366000,8,Very Positive,132,20,152
366040,8,Very Positive,132,21,153
366050,0,4 user reviews,3,1,4
366090,8,Very Positive,1358,220,1578
366180,5,Mixed,43,20,63
366210,7,Positive,38,7,45
366230,6,Mostly Positive,28,10,38
366240,6,Mostly Positive,87,25,112
366250,8,Very Positive,966,100,1066
366260,8,Very Positive,158,25,183
366270,7,Positive,42,7,49
366280,6,Mostly Positive,72,19,91
366320,8,Very Positive,1062,209,1271
366350,5,Mixed,11,14,25
366380,7,Positive,15,0,15
366440,5,Mixed,762,571,1333
366510,6,Mostly Positive,59,23,82
366590,7,Positive,25,1,26
366600,5,Mixed,4,6,10
366620,7,Positive,31,5,36
366640,6,Mostly Positive,138,52,190
366690,6,Mostly Positive,61,18,79
366760,6,Mostly Positive,465,164,629
366780,7,Positive,25,1,26
366860,5,Mixed,22,11,33
366870,8,Very Positive,284,66,350
366910,5,Mixed,729,337,1066
366920,7,Positive,22,0,22
366970,8,Very Positive,188,13,201
367000,8,Very Positive,314,42,356
367030,5,Mixed,34,15,49
367050,7,Positive,10,1,11
367080,8,Very Positive,127,22,149
367110,6,Mostly Positive,75,23,98
367120,8,Very Positive,1483,237,1720
367140,7,Positive,38,3,41
367240,5,Mixed,20,29,49
367260,7,Positive,24,6,30
367300,8,Very Positive,93,13,106
367350,8,Very Positive,45,9,54
367430,7,Positive,40,3,43
367450,8,Very Positive,2802,325,3127
367500,8,Very Positive,10682,1263,11945
367520,9,Overwhelmingly Positive,21467,959,22426
367570,8,Very Positive,709,62,771
367580,9,Overwhelmingly Positive,5799,166,5965
367700,4,Mostly Negative,13,52,65
367710,5,Mixed,42,38,80
367780,5,Mixed,55,36,91
367800,6,Mostly Positive,7,3,10
367990,4,Mostly Negative,4,15,19
368000,6,Mostly Positive,41,12,53
368050,6,Mostly Positive,76,23,99
368070,5,Mixed,2354,1915,4269
368080,6,Mostly Positive,138,58,196
368140,7,Positive,40,9,49
368180,8,Very Positive,129,23,152
368230,8,Very Positive,7672,1006,8678
368250,7,Positive,23,5,28
368290,5,Mixed,40,21,61
368310,7,Positive,9,2,11
368360,6,Mostly Positive,3870,1111,4981
368370,8,Very Positive,4432,482,4914
368390,8,Very Positive,412,16,428
368430,6,Mostly Positive,337,105,442
368450,5,Mixed,107,73,180
368570,8,Very Positive,231,13,244
368590,5,Mixed,325,160,485
368610,8,Very Positive,213,17,230
368640,8,Very Positive,196,41,237
368650,8,Very Positive,500,41,541
368680,8,Very Positive,68,2,70
368690,5,Mixed,7,7,14
368700,7,Positive,15,3,18
368710,6,Mostly Positive,46,19,65
368720,5,Mixed,99,71,170
368730,6,Mostly Positive,1323,337,1660
368740,6,Mostly Positive,144,54,198
368760,5,Mixed,14,13,27
368770,5,Mixed,19,16,35
368780,5,Mixed,21,19,40
368800,8,Very Positive,111,17,128
368830,8,Very Positive,68,12,80
368890,8,Very Positive,81,5,86
368950,8,Very Positive,1442,97,1539
368970,5,Mixed,17,8,25
368980,5,Mixed,43,37,80
369000,5,Mixed,296,128,424
369030,5,Mixed,136,91,227
369060,4,Mostly Negative,11,22,33
369070,6,Mostly Positive,830,334,1164
369180,5,Mixed,39,44,83
369230,5,Mixed,21,16,37
369290,8,Very Positive,167,38,205
369310,7,Positive,17,1,18
369360,4,Mostly Negative,11,24,35
369400,6,Mostly Positive,707,206,913
369420,8,Very Positive,397,29,426
369440,0,No user reviews,0,0,0
369530,8,Very Positive,156,14,170
369550,8,Very Positive,138,23,161
369560,8,Very Positive,91,16,107
369570,6,Mostly Positive,29,10,39
369580,8,Very Positive,2287,323,2610
369700,7,Positive,21,0,21
369840,0,No user reviews,0,0,0
369860,0,9 user reviews,6,3,9
369890,6,Mostly Positive,112,42,154
369990,8,Very Positive,2463,375,2838
370020,9,Overwhelmingly Positive,608,30,638
370050,7,Positive,35,2,37
370060,8,Very Positive,185,33,218
370070,8,Very Positive,124,28,152
370080,7,Positive,42,5,47
370090,5,Mixed,239,105,344
370120,0,4 user reviews,3,1,4
370130,5,Mixed,19,16,35
370140,0,5 user reviews,3,2,5
370150,8,Very Positive,85,3,88
370170,5,Mixed,14,9,23
370220,5,Mixed,18,27,45
370240,5,Mixed,3504,3436,6940
370280,8,Very Positive,1223,71,1294
370300,8,Very Positive,56,11,67
370360,9,Overwhelmingly Positive,2216,76,2292
370440,5,Mixed,123,68,191
370460,8,Very Positive,232,33,265
370480,8,Very Positive,92,8,100
370550,8,Very Positive,71,8,79
370590,5,Mixed,33,21,54
370600,5,Mixed,24,27,51
370640,5,Mixed,21,12,33
370670,8,Very Positive,88,2,90
370770,8,Very Positive,605,135,740
370840,5,Mixed,40,29,69
370910,8,Very Positive,968,61,1029
370920,8,Very Positive,78,13,91
370940,7,Positive,45,4,49
371000,5,Mixed,21,21,42
371010,5,Mixed,94,46,140
371100,8,Very Positive,128,22,150
371120,5,Mixed,51,33,84
371140,8,Very Positive,67,11,78
371180,8,Very Positive,423,47,470
371200,8,Very Positive,1012,189,1201
371220,5,Mixed,49,43,92
371280,5,Mixed,12,9,21
371300,8,Very Positive,109,26,135
371320,7,Positive,20,1,21
371330,6,Mostly Positive,227,80,307
371380,0,8 user reviews,8,0,8
371410,5,Mixed,8,11,19
371420,6,Mostly Positive,534,160,694
371450,6,Mostly Positive,143,42,185
371460,6,Mostly Positive,61,26,87
371500,8,Very Positive,345,38,383
371520,6,Mostly Positive,454,164,618
371530,7,Positive,18,1,19
371550,6,Mostly Positive,126,32,158
371570,6,Mostly Positive,770,252,1022
371620,0,3 user reviews,2,1,3
371650,0,No user reviews,0,0,0
371790,0,9 user reviews,5,4,9
371880,6,Mostly Positive,42,11,53
371890,6,Mostly Positive,81,28,109
371900,5,Mixed,27,13,40
371970,8,Very Positive,923,112,1035
372080,7,Positive,29,4,33
372150,4,Mostly Negative,8,25,33
372160,5,Mixed,10,13,23
372250,7,Positive,24,5,29
372330,5,Mixed,37,21,58
372350,8,Very Positive,78,10,88
372360,8,Very Positive,1629,372,2001
372380,6,Mostly Positive,44,17,61
372430,4,Mostly Negative,5,10,15
372490,5,Mixed,64,38,102
372540,5,Mixed,1021,478,1499
372690,8,Very Positive,149,31,180
372740,4,Mostly Negative,14,32,46
372750,5,Mixed,58,86,144
372780,5,Mixed,27,20,47
372800,6,Mostly Positive,1530,396,1926
372820,5,Mixed,69,76,145
372830,8,Very Positive,81,18,99
372930,8,Very Positive,117,13,130
372940,8,Very Positive,155,5,160
372950,0,7 user reviews,6,1,7
372960,7,Positive,19,1,20
372970,7,Positive,30,7,37
373290,5,Mixed,38,33,71
373360,5,Mixed,86,47,133
373390,9,Overwhelmingly Positive,1454,49,1503
373420,8,Very Positive,8398,866,9264
373480,5,Mixed,92,55,147
373600,7,Positive,39,4,43
373610,8,Very Positive,60,13,73
373620,7,Positive,32,7,39
373630,7,Positive,23,5,28
373650,6,Mostly Positive,72,26,98
373720,5,Mixed,175,100,275
373770,9,Overwhelmingly Positive,2083,74,2157
373880,4,Mostly Negative,9,17,26
373920,5,Mixed,121,97,218
373930,6,Mostly Positive,1856,703,2559
373970,8,Very Positive,242,23,265
373990,6,Mostly Positive,120,47,167
374030,5,Mixed,1091,530,1621
374040,8,Very Positive,9296,1936,11232
374050,5,Mixed,35,26,61
374060,6,Mostly Positive,136,44,180
374150,7,Positive,17,2,19
374170,5,Mixed,15,12,27
374280,5,Mixed,1065,828,1893
374320,8,Very Positive,74255,6992,81247
374410,8,Very Positive,209,11,220
374520,5,Mixed,60,63,123
374620,0,9 user reviews,5,4,9
374630,0,4 user reviews,4,0,4
374640,4,Mostly Negative,24,45,69
374670,8,Very Positive,790,142,932
374680,5,Mixed,8,4,12
374830,6,Mostly Positive,199,50,249
374900,6,Mostly Positive,549,147,696
374940,0,4 user reviews,3,1,4
374950,5,Mixed,37,46,83
